soil_moisture,temperature,humidity,rainfall,irrigation_level
62.77,28.73,39.88,13.55,2
19.2,44.47,31.94,36.12,3
14.6,30.16,83.37,66.69,2
93.81,37.34,19.57,55.85,1
91.76,33.52,53.86,54.9,1
88.75,43.69,67.1,51.08,1
62.54,21.38,19.33,94.39,1
80.83,33.02,56.76,93.46,1
6.9,14.93,61.98,36.01,2
33.48,37.61,76.82,35.19,2
31.37,39.28,31.14,55.49,2
63.56,11.71,36.4,9.56,1
35.6,37.03,61.26,30.3,2
14.85,26.59,98.48,23.09,2
59.65,14.96,29.57,22.34,2
81.44,26.8,98.73,63.85,0
38.21,17.77,74.29,38.44,1
13.23,26.62,84.35,17.12,2
19.67,25.37,18.07,88.76,2
23.75,39.54,37.04,87.41,2
29.99,40.97,15.2,86.25,2
64.28,34.28,43.44,39.07,1
60.09,10.91,98.32,5.7,1
69.61,47.24,19.47,10.67,2
36.25,37.45,60.61,27.6,2
82.4,11.37,10.55,22.0,1
20.41,42.75,74.14,87.4,2
46.9,18.01,27.75,98.64,1
80.09,33.17,21.66,81.67,1
18.02,28.67,40.33,72.98,2
10.99,26.79,79.39,58.86,2
88.37,45.59,19.6,76.99,1
34.29,27.49,30.69,94.7,2
68.39,13.01,10.76,60.13,1
2.53,47.87,97.16,15.46,2
69.0,46.82,63.29,16.39,1
31.61,37.38,74.79,58.39,2
5.57,28.72,68.62,33.35,2
60.98,13.71,22.99,91.02,1
24.08,41.63,63.54,61.16,2
38.68,13.02,21.83,67.65,2
8.06,12.74,46.11,0.58,3
14.72,31.5,61.21,49.88,2
29.8,16.41,60.3,43.12,2
8.98,10.31,20.72,70.59,2
91.08,26.92,13.1,38.26,1
0.6,15.49,81.84,97.66,2
48.39,16.42,75.33,67.02,1
12.32,13.08,17.36,65.99,2
30.77,18.2,21.47,91.93,2
92.61,38.62,90.33,99.52,0
16.17,42.36,79.22,19.78,2
96.58,28.1,99.65,81.05,0
20.58,30.26,32.86,16.23,3
74.16,11.31,53.9,45.7,1
54.67,12.77,31.28,10.02,2
88.45,20.3,66.05,62.34,0
55.4,31.76,20.39,46.85,2
53.46,39.58,21.45,62.87,2
19.55,34.2,16.47,67.8,2
16.62,25.69,72.42,61.94,2
91.65,14.73,54.47,29.4,1
32.78,41.23,65.6,83.7,2
37.21,24.55,89.14,55.17,1
75.98,39.44,76.63,48.99,1
33.88,30.52,51.56,98.71,1
95.21,39.55,98.59,28.35,0
73.79,46.29,51.06,52.8,1
59.74,46.84,20.12,68.23,2
88.09,31.4,99.34,12.52,1
4.96,30.46,12.05,35.42,3
25.71,20.63,59.49,80.17,2
46.5,47.43,37.82,23.68,2
22.7,28.32,55.32,49.33,2
74.39,15.1,60.28,63.06,1
91.92,27.31,31.61,67.12,1
42.38,15.08,60.12,72.83,1
34.21,30.1,78.05,86.6,1
96.16,32.45,33.99,39.29,1
44.49,23.51,44.51,70.66,1
48.9,12.87,34.14,73.22,1
35.16,47.74,83.85,30.03,2
90.95,40.93,75.25,96.82,0
56.9,43.56,88.41,86.52,1
76.22,24.67,25.3,28.99,1
81.18,40.43,16.62,67.51,1
34.18,29.41,20.74,71.78,2
43.37,18.04,24.49,43.15,2
84.85,14.98,57.98,86.37,0
36.33,23.8,97.38,69.02,1
79.39,15.5,42.15,65.82,1
94.1,49.93,96.27,22.08,1
62.32,11.97,13.44,40.78,1
74.16,27.65,93.42,43.39,1
80.51,28.08,26.3,73.37,1
84.5,22.03,92.12,61.84,0
39.51,32.85,15.06,8.59,2
5.13,16.0,95.34,30.77,2
40.19,41.36,28.07,47.3,2
67.38,23.3,37.24,73.67,1
45.04,33.65,54.18,74.36,1
74.9,38.63,44.26,49.05,1
35.7,45.56,70.08,11.69,2
63.47,43.43,97.73,29.29,1
18.64,34.33,64.58,25.47,2
74.94,25.54,74.93,78.1,0
54.57,30.13,17.92,18.0,2
20.41,40.75,66.5,46.49,2
29.19,45.1,50.85,67.07,2
74.86,14.15,89.72,96.48,0
48.26,25.39,44.94,99.92,1
21.6,41.04,71.15,95.29,2
96.73,27.27,30.53,71.82,1
71.51,23.29,33.34,74.64,1
95.71,26.45,43.85,75.92,0
42.71,34.11,37.37,86.26,2
47.51,49.99,32.85,95.18,2
89.8,29.72,14.47,44.57,1
52.5,18.34,85.31,41.65,1
70.73,16.51,15.79,46.05,1
25.22,11.69,89.86,65.98,1
44.67,32.35,21.29,77.54,2
12.34,31.78,15.87,87.05,2
20.6,18.21,60.67,45.62,2
0.09,37.81,55.22,36.34,3
3.93,39.64,54.21,98.34,2
97.73,20.36,61.71,23.19,1
24.24,23.76,35.84,22.2,2
66.33,49.62,69.67,71.54,1
83.91,24.97,55.22,17.97,1
55.07,40.43,40.13,39.94,2
15.31,28.11,84.39,29.24,2
72.81,41.73,75.49,16.87,1
60.03,40.76,45.42,57.97,1
73.13,36.71,86.29,37.35,1
76.97,44.19,92.82,46.22,1
97.54,47.57,58.32,19.59,1
57.36,33.2,29.35,76.79,1
34.16,19.5,92.42,31.47,1
64.85,25.95,27.05,34.27,1
6.84,40.33,14.36,25.22,3
89.74,36.04,39.47,43.44,1
11.94,17.11,75.43,46.36,2
32.78,12.05,93.09,52.97,1
81.57,37.32,67.36,96.76,0
59.73,20.04,95.67,90.47,0
39.36,29.99,18.31,60.94,2
47.34,39.87,15.47,3.89,2
85.45,32.51,64.38,61.23,1
34.0,13.33,96.95,8.97,1
86.96,17.42,55.24,71.03,0
8.81,18.77,14.64,39.01,3
77.68,20.31,29.91,83.77,1
84.75,32.62,32.03,94.25,1
18.18,30.16,40.41,41.71,2
43.03,18.13,13.92,46.06,2
16.55,12.7,91.44,59.01,1
70.66,16.86,56.4,19.71,1
53.53,49.38,70.38,92.73,1
63.53,28.74,16.05,43.3,2
19.65,44.69,14.87,16.68,3
21.17,43.95,62.78,76.27,2
4.15,30.46,89.86,21.92,2
32.21,38.27,57.56,14.35,2
55.97,17.71,89.0,56.29,1
85.79,37.54,82.99,67.15,0
66.69,20.9,16.83,56.96,1
43.54,43.28,28.18,65.65,2
95.31,13.35,69.19,11.55,0
71.92,40.93,49.92,47.6,1
93.02,14.0,36.16,35.7,1
52.76,45.25,47.68,97.34,1
25.89,22.17,50.07,4.96,2
5.28,36.18,91.95,29.83,2
72.61,29.5,19.31,94.19,1
12.13,24.65,35.18,98.35,2
30.28,35.82,58.38,82.49,2
53.25,47.9,72.85,7.6,2
56.44,11.65,66.76,56.14,1
60.06,46.75,94.75,40.01,1
16.63,34.36,81.6,80.65,2
37.97,42.29,60.14,5.5,2
61.72,25.35,29.32,19.71,2
96.98,28.87,50.58,48.92,1
72.76,44.75,72.4,15.76,1
92.26,26.59,85.42,69.27,0
76.22,31.39,96.38,82.08,0
59.17,10.81,64.49,70.45,1
19.2,16.34,57.42,44.03,2
66.67,35.67,11.59,87.84,1
62.34,38.68,16.49,13.77,2
60.25,33.3,24.05,26.03,2
48.98,15.73,14.93,48.95,2
52.87,27.82,46.08,6.13,2
33.44,24.2,40.32,9.57,2
51.93,29.83,67.36,39.74,1
19.76,44.81,58.21,94.39,2
80.52,41.03,63.64,90.84,1
18.58,13.36,52.48,46.6,2
8.5,45.61,35.0,14.22,3
43.62,28.87,95.75,17.81,1
65.83,39.75,17.78,37.75,2
43.77,15.6,94.5,21.01,1
27.68,36.83,38.01,8.3,2
55.82,19.45,56.14,67.38,1
34.7,27.54,19.8,58.14,2
93.29,10.67,16.38,29.13,1
92.26,16.06,48.66,77.89,0
50.24,13.68,76.75,77.59,1
32.79,19.59,34.24,49.1,2
73.71,14.0,60.61,9.65,1
3.67,37.68,35.08,91.85,2
47.48,11.16,44.98,66.87,1
33.63,34.71,91.58,24.71,2
92.05,15.63,87.03,61.05,0
1.2,47.81,56.44,40.5,3
55.28,47.32,31.43,63.53,2
74.07,19.02,27.39,47.39,1
48.5,34.58,95.87,48.55,1
8.54,11.12,28.24,73.59,2
97.25,47.27,82.74,61.37,0
51.8,30.92,43.21,8.0,2
61.42,11.73,98.71,6.54,1
23.66,23.7,43.13,30.5,2
48.35,13.07,41.64,43.02,1
42.91,25.72,67.37,27.52,2
7.49,36.8,96.54,65.15,2
10.62,28.8,97.86,19.51,2
83.75,25.35,73.65,70.41,0
23.98,14.77,77.91,77.32,1
19.5,19.8,60.71,12.43,2
50.49,14.01,78.02,65.08,1
76.87,42.3,87.38,96.14,0
6.19,15.41,53.75,19.28,2
57.68,33.81,65.79,90.93,1
11.92,23.71,58.36,60.6,2
3.65,19.04,60.62,59.09,2
5.27,35.58,90.1,5.19,2
83.42,28.28,42.01,74.83,1
11.8,26.01,28.74,47.83,2
4.52,33.71,51.07,72.12,2
43.79,29.65,28.73,80.92,2
84.4,22.14,54.86,52.38,1
26.24,32.36,91.32,26.36,2
42.17,36.78,65.57,14.16,2
3.99,11.07,86.99,16.05,2
44.91,28.63,24.96,86.69,2
57.76,12.31,91.08,12.36,1
57.09,17.46,64.16,38.47,1
33.24,32.42,12.86,33.43,2
31.55,44.65,66.98,86.55,2
10.66,45.31,95.63,47.77,2
36.68,12.8,17.13,99.64,2
9.95,26.76,62.42,73.71,2
76.66,33.32,92.39,85.09,0
96.63,15.88,10.87,9.87,1
97.01,40.62,66.78,25.31,1
86.51,39.77,52.74,13.54,1
60.08,46.13,41.23,46.36,2
70.09,10.34,66.48,71.83,1
28.52,18.67,14.74,16.91,2
63.08,43.09,77.78,13.02,1
45.56,36.82,10.4,61.46,2
48.2,45.78,37.62,23.03,2
75.78,12.29,55.36,47.93,1
28.19,33.88,43.93,5.11,2
31.8,32.76,37.67,68.06,2
92.46,11.43,84.78,54.13,0
5.62,30.54,94.13,64.74,2
48.56,34.38,88.63,27.54,1
91.28,17.65,57.02,27.86,1
61.04,20.93,89.57,80.14,1
54.64,35.61,92.88,71.86,1
24.97,28.73,46.83,57.97,2
34.33,44.32,35.51,62.81,2
85.2,23.7,18.84,9.4,1
55.92,20.67,53.12,85.62,1
51.47,49.39,95.17,76.99,1
9.96,46.45,60.48,59.05,2
1.6,11.16,70.08,91.86,2
96.37,40.83,20.16,16.86,1
37.7,14.41,22.92,68.67,2
60.32,11.1,51.8,96.3,1
7.97,20.95,95.61,31.0,2
68.31,20.77,42.47,1.53,1
93.26,42.77,88.97,73.49,0
57.57,38.43,20.83,0.7,2
12.61,49.26,65.53,87.25,2
58.17,38.46,64.06,5.63,2
76.63,26.73,87.39,65.28,0
40.64,37.96,10.3,37.72,2
87.98,49.98,27.09,20.33,1
64.87,38.41,29.77,89.83,1
89.92,40.47,95.5,74.62,0
62.35,47.53,23.83,34.04,2
13.13,14.55,13.33,28.42,3
30.97,38.19,58.1,73.6,2
20.18,44.03,57.57,83.66,2
90.88,48.18,85.96,71.59,0
76.04,18.44,95.4,64.0,0
67.64,30.16,58.47,22.79,1
30.1,37.22,93.7,85.28,1
18.4,19.9,75.26,74.97,2
75.65,34.02,33.81,51.73,1
47.42,20.3,93.56,51.16,1
22.58,23.34,70.07,56.92,2
61.66,27.66,47.27,82.83,1
4.03,31.17,71.22,74.23,2
32.62,27.97,46.12,85.62,2
46.86,29.73,20.28,50.73,2
14.8,21.94,74.71,62.46,2
98.47,16.36,84.17,85.46,0
20.91,11.89,75.59,23.23,2
13.04,17.84,30.62,44.4,2
20.35,33.28,96.1,62.07,2
76.91,41.44,12.27,91.51,1
42.55,16.77,39.94,1.58,2
56.54,14.34,33.41,21.26,2
2.1,39.97,14.33,23.45,3
3.44,22.21,46.52,32.66,2
44.58,48.06,66.08,28.18,2
81.67,38.57,89.43,59.01,1
88.52,23.07,99.07,88.56,0
8.67,21.58,82.73,63.7,2
53.84,30.95,52.18,24.15,2
91.32,13.17,75.13,86.38,0
38.8,14.71,85.93,63.2,1
82.96,17.03,51.88,21.9,1
13.37,40.99,80.65,36.17,2
93.54,30.55,53.44,79.0,0
75.14,10.42,44.78,73.89,1
94.13,36.94,57.35,57.66,1
67.66,26.95,70.83,14.48,1
36.34,30.43,75.42,80.33,1
93.82,18.56,42.11,30.75,1
27.56,32.07,61.42,77.16,2
33.22,49.17,91.89,64.76,2
70.08,12.94,97.87,26.42,1
76.53,21.36,30.45,21.24,1
92.94,19.72,27.35,13.09,1
20.48,19.94,70.9,24.19,2
79.8,25.15,47.32,15.78,1
73.85,42.72,12.18,61.71,1
6.38,46.51,41.22,59.88,3
38.72,18.09,82.61,58.62,1
28.28,31.72,81.77,64.19,2
30.45,35.48,54.52,81.48,2
98.29,30.87,52.53,91.36,0
64.28,27.36,62.16,23.04,1
71.77,17.68,29.75,58.78,1
97.66,29.53,57.34,7.83,1
37.72,26.05,10.99,12.01,2
80.18,41.82,52.8,65.43,1
43.45,40.54,40.24,48.66,2
86.95,15.36,70.74,75.83,0
18.07,13.54,67.45,42.57,2
94.77,46.33,44.28,12.76,1
21.88,31.42,10.65,87.21,2
32.62,44.31,32.7,8.29,3
75.62,12.33,67.0,18.9,1
39.38,31.06,16.51,27.7,2
60.82,31.58,19.69,99.53,1
44.46,44.43,68.23,41.69,2
74.24,13.9,78.02,50.17,1
22.83,19.62,38.94,76.97,2
5.85,26.26,54.07,63.64,2
29.99,44.63,95.11,84.14,1
47.43,47.56,95.1,48.64,1
16.8,49.71,37.68,97.22,2
35.48,48.37,82.9,79.68,1
40.0,10.24,63.45,40.14,1
5.74,11.91,97.79,38.13,2
58.33,15.9,52.99,92.95,1
88.43,23.95,79.72,68.44,0
15.17,43.2,79.13,62.14,2
59.78,45.71,54.77,75.78,1
66.47,17.47,81.61,56.08,1
41.93,34.79,33.49,15.92,2
70.11,46.69,21.0,31.92,2
41.07,28.55,48.26,55.79,2
50.46,14.14,94.93,1.82,1
0.74,28.31,55.07,43.74,2
69.17,25.03,67.17,75.58,1
66.13,33.11,66.17,16.42,1
3.84,27.55,21.93,6.46,3
36.83,10.69,45.13,83.6,1
97.9,49.76,73.62,61.73,0
42.07,31.74,97.48,17.66,1
50.19,28.95,25.12,80.63,2
90.99,48.18,46.94,65.81,1
71.73,16.23,18.56,33.41,1
58.21,17.57,31.81,37.62,1
79.78,42.32,43.91,15.59,1
86.44,20.43,58.66,83.53,0
45.69,41.97,30.75,50.9,2
47.51,20.86,30.48,55.7,2
38.61,11.33,80.0,88.35,1
96.67,30.68,96.64,1.58,0
69.72,17.87,39.13,6.69,1
8.32,40.31,71.92,16.16,2
86.3,35.65,33.23,3.0,1
48.06,46.94,93.52,65.82,1
6.88,41.32,70.56,63.39,2
54.97,17.23,82.24,21.08,1
41.72,42.01,14.44,14.94,2
87.77,35.67,63.87,14.57,1
20.4,36.76,57.49,95.32,2
82.65,43.29,36.37,69.35,1
55.77,32.95,33.62,58.54,2
5.46,28.64,62.2,32.25,2
97.18,35.47,73.58,43.3,0
51.26,21.92,12.99,8.94,2
29.09,17.3,61.07,99.82,1
46.94,34.66,25.34,75.51,2
85.79,19.35,22.63,62.15,1
30.49,13.2,66.08,58.78,1
19.27,10.02,37.98,50.43,2
12.91,34.33,49.68,25.74,2
29.79,24.49,42.4,22.64,2
78.0,40.09,68.35,54.95,1
47.16,25.01,52.31,7.02,2
22.75,29.44,96.71,7.45,2
16.62,26.28,41.71,56.08,2
33.27,36.02,76.63,91.98,1
93.99,24.25,33.16,91.43,0
34.3,48.55,55.79,1.08,2
98.81,47.45,59.73,10.74,1
48.52,43.92,39.62,58.31,2
17.92,46.81,52.46,84.85,2
89.11,27.97,35.14,95.44,1
46.04,31.46,10.54,86.06,2
70.97,39.68,29.41,67.76,1
98.37,37.85,73.01,20.05,1
5.02,45.63,79.39,7.26,3
9.67,38.65,35.22,4.75,3
72.05,49.92,46.72,61.21,1
28.18,23.94,13.36,3.62,3
18.43,43.32,31.34,73.92,2
3.94,37.91,80.13,71.25,2
2.18,37.66,64.54,7.96,3
77.45,23.03,28.52,90.66,1
13.44,41.42,33.17,52.19,3
46.77,46.02,83.51,90.44,1
60.59,18.74,28.82,90.16,1
42.84,35.02,40.07,19.7,2
2.71,25.69,69.79,38.06,2
78.35,49.58,60.5,13.46,1
1.05,29.15,51.48,77.5,2
76.19,19.13,90.98,50.41,0
89.33,25.27,29.77,92.88,1
43.28,36.15,76.73,20.82,2
53.55,13.04,24.32,68.84,1
47.7,34.14,65.42,98.92,1
38.92,47.25,88.36,66.54,1
88.74,44.01,51.21,6.88,1
89.39,12.71,75.19,58.84,0
33.58,49.74,83.84,17.98,2
61.51,37.95,22.24,3.05,2
92.69,16.49,73.52,33.5,0
96.21,10.5,92.79,26.61,0
50.9,16.85,61.87,78.88,1
45.28,43.53,26.75,37.37,2
27.87,10.87,21.42,73.3,2
95.89,19.33,33.38,1.62,1
14.28,40.29,19.32,1.48,3
57.98,33.44,56.21,2.93,2
28.26,41.31,16.27,21.94,3
27.9,39.85,30.11,37.4,2
40.5,12.02,49.59,60.78,1
99.88,45.7,52.65,98.59,0
5.5,19.08,60.89,35.44,2
57.85,32.14,73.51,5.57,1
8.26,35.77,14.25,19.49,3
15.45,16.75,17.26,89.79,2
43.96,49.05,15.48,69.94,2
51.05,29.53,48.08,79.02,1
25.88,12.31,13.77,12.42,2
31.65,47.49,77.15,13.5,2
8.7,33.45,30.07,11.22,3
30.32,37.97,94.53,85.72,1
96.66,31.01,53.78,21.0,1
94.47,43.39,50.17,64.32,1
33.49,11.33,80.25,51.62,1
57.09,20.74,74.18,54.44,1
90.96,28.79,64.66,19.54,1
0.62,13.06,94.16,63.52,2
81.07,38.24,48.0,4.31,1
94.84,25.75,82.77,99.35,0
9.13,20.91,44.21,2.68,3
16.14,10.14,85.45,5.02,2
96.07,38.79,33.35,32.46,1
53.75,43.35,36.03,83.16,1
1.42,25.8,71.01,25.72,2
25.76,32.57,29.14,47.19,2
44.99,19.11,30.62,1.8,2
69.29,34.89,37.47,7.89,2
73.32,10.49,71.1,60.8,0
99.54,29.55,90.04,19.44,0
28.75,35.77,70.71,69.43,2
53.82,46.73,84.5,78.54,1
53.33,25.25,58.92,85.03,1
40.56,40.61,16.2,13.38,2
16.92,33.91,19.04,45.55,3
97.75,47.08,59.9,94.71,0
85.33,25.94,39.5,77.21,1
49.83,22.76,29.85,11.7,2
60.32,45.49,51.96,50.25,1
22.73,11.97,69.98,92.24,1
54.38,15.46,44.65,44.0,1
69.5,13.3,82.23,83.74,0
51.52,43.72,76.47,49.58,1
99.03,10.42,76.14,10.68,0
61.13,44.47,98.67,14.79,1
37.1,28.05,36.57,4.67,2
77.22,10.16,68.03,19.53,1
17.05,26.07,86.99,89.36,1
38.45,17.47,62.16,65.02,1
34.7,34.98,81.06,73.89,1
43.18,37.17,47.3,62.17,2
78.18,29.5,63.14,38.65,1
48.42,11.62,15.01,21.69,2
79.4,36.25,98.72,92.56,0
57.65,43.68,82.0,51.48,1
34.21,38.81,88.19,48.11,2
81.0,43.2,72.49,99.61,0
23.83,18.02,26.74,38.39,2
22.44,45.56,12.79,85.41,2
50.45,22.89,87.82,86.23,1
26.08,10.54,45.67,23.27,2
0.91,43.74,33.75,9.48,3
64.83,47.67,60.55,97.56,1
51.11,36.22,47.88,42.59,2
44.55,19.26,68.65,0.22,2
96.7,20.07,53.54,49.9,0
57.12,28.66,72.75,61.93,1
86.34,45.91,86.81,77.61,0
13.95,15.98,27.6,94.29,2
56.92,43.04,39.65,91.52,1
86.8,21.65,49.31,94.01,0
58.31,42.34,96.59,3.21,1
71.8,46.81,42.88,71.18,1
37.2,27.1,44.3,22.59,2
9.24,24.6,68.81,18.76,2
45.79,42.09,47.73,80.03,2
39.45,31.18,95.61,41.71,1
86.71,37.38,90.5,91.66,0
24.4,34.91,56.21,4.24,2
96.67,16.12,68.03,80.22,0
95.81,43.79,15.22,13.68,1
24.76,17.83,72.62,17.66,2
34.81,47.29,73.65,47.74,2
89.56,20.02,42.33,39.56,1
96.66,39.36,29.77,48.62,1
44.34,21.39,92.36,94.0,1
32.1,22.71,48.4,65.74,2
52.61,22.4,68.83,29.03,1
68.78,39.92,13.0,17.29,2
27.35,32.27,47.27,42.0,2
73.65,45.32,83.55,45.16,1
5.17,22.29,44.88,60.13,2
4.93,37.68,64.28,26.6,3
38.63,40.12,28.89,76.75,2
35.35,16.06,47.49,9.85,2
31.56,26.02,93.49,56.05,1
49.1,29.31,60.98,62.35,1
32.07,24.23,91.17,20.68,2
19.23,22.88,91.18,82.6,1
30.95,37.46,94.97,61.54,1
97.49,18.63,90.59,64.57,0
41.11,38.38,10.3,49.77,2
44.47,47.4,94.06,90.96,1
57.65,32.61,22.37,69.39,2
98.33,34.46,13.59,38.18,1
24.16,12.76,14.98,23.86,2
68.13,44.58,41.4,7.11,2
71.6,21.42,65.87,16.54,1
60.73,34.6,46.21,99.27,1
8.86,49.16,12.3,40.68,3
67.69,33.82,52.88,89.87,1
6.41,38.99,49.79,17.06,3
59.61,27.81,78.12,42.54,1
73.96,12.41,35.17,96.05,1
21.1,41.9,29.58,9.11,3
84.16,11.4,33.03,59.4,1
3.04,38.03,37.34,91.92,2
84.38,10.92,63.92,94.97,0
46.03,44.49,52.44,84.6,1
21.76,16.31,40.32,85.59,2
13.38,30.57,43.69,65.22,2
95.33,33.89,43.38,22.04,1
7.27,28.3,97.52,73.07,2
19.91,23.63,30.97,97.84,2
34.78,28.71,83.63,52.59,1
62.02,22.46,73.74,26.07,1
54.48,27.52,10.5,57.35,2
12.56,24.36,99.39,69.06,2
28.97,32.65,78.08,20.83,2
23.88,19.52,71.42,71.92,2
21.35,49.55,46.48,58.74,2
41.11,30.03,59.97,61.23,1
70.4,17.77,32.79,30.6,1
21.75,29.08,13.19,15.53,3
36.67,44.66,85.24,62.34,2
39.09,10.87,90.68,58.62,1
97.65,37.18,24.62,33.8,1
95.47,31.92,80.84,29.59,0
80.01,16.78,76.7,34.72,1
24.17,42.7,26.05,48.99,2
6.8,24.76,47.96,97.48,2
31.69,21.75,48.05,76.36,2
26.68,43.13,78.4,85.17,2
50.59,35.54,85.39,50.56,1
77.77,45.93,18.53,52.61,1
85.83,35.2,60.67,20.43,1
84.49,39.63,78.56,72.1,0
35.97,43.46,80.76,42.16,2
68.72,12.19,23.32,74.24,1
31.28,41.04,57.3,40.91,2
6.09,34.55,87.18,10.85,2
70.16,12.78,38.67,17.31,1
0.98,30.34,48.26,81.16,2
40.92,13.3,82.39,25.86,1
32.94,39.44,18.04,26.44,2
69.34,31.86,87.35,92.94,0
76.62,48.14,38.0,65.76,1
30.41,17.33,10.13,11.43,2
81.16,34.24,31.07,14.36,1
29.39,18.46,18.06,27.24,2
44.63,34.56,18.31,59.4,2
72.7,38.91,72.36,75.28,1
69.29,38.89,29.26,27.45,2
98.74,42.6,94.13,87.06,0
22.52,44.14,56.48,10.92,2
66.23,13.09,51.41,20.76,1
60.97,23.73,49.09,97.05,1
91.51,37.48,72.33,13.47,1
15.64,29.94,50.7,88.81,2
75.18,17.63,21.57,70.39,1
56.83,32.11,89.22,7.31,1
27.47,26.3,48.56,48.37,2
47.44,25.6,16.66,51.9,2
33.38,42.39,57.64,93.21,2
57.93,26.3,68.26,42.11,1
88.9,11.06,34.8,44.68,1
56.93,12.32,82.03,11.25,1
63.17,44.25,70.28,63.92,1
51.87,48.42,68.53,21.09,2
5.12,37.54,47.87,7.75,3
23.29,24.57,96.57,99.69,1
49.2,47.54,34.68,26.96,2
31.02,36.51,61.99,14.11,2
18.18,43.77,37.81,69.95,2
50.41,40.63,77.03,82.17,1
32.28,25.17,14.3,6.41,2
25.81,29.15,14.13,10.54,3
46.4,17.45,82.98,9.02,1
13.33,21.68,49.08,4.7,2
92.77,41.13,40.71,65.95,1
86.77,45.76,64.68,58.83,1
70.76,38.98,73.17,66.28,1
10.62,28.61,28.11,50.57,2
77.59,13.46,26.69,81.75,1
80.8,12.28,96.23,54.67,0
76.78,24.97,63.07,91.87,0
11.4,28.55,45.11,48.56,2
64.39,34.36,82.13,79.07,1
83.43,10.26,57.26,40.74,1
57.74,49.59,31.75,43.52,2
64.64,24.56,28.61,84.9,1
45.84,43.92,45.72,10.77,2
52.87,31.4,87.39,56.49,1
3.44,15.22,15.53,72.63,2
63.9,41.9,29.67,75.04,1
8.14,38.39,90.38,59.15,2
43.5,31.1,20.96,44.81,2
29.27,30.58,66.67,26.08,2
54.54,13.5,29.22,90.94,1
13.34,36.23,64.53,36.98,2
69.16,46.45,44.48,79.9,1
79.5,13.73,19.15,3.17,1
16.34,20.54,62.42,23.22,2
10.43,46.09,71.47,34.56,2
14.55,21.37,71.22,67.16,2
87.71,36.16,67.33,31.93,1
52.82,31.39,55.02,4.14,2
46.73,33.85,56.75,17.39,2
10.67,26.63,67.21,25.92,2
64.96,22.0,72.12,17.6,1
86.8,11.94,68.94,20.37,1
82.82,39.77,62.83,76.9,1
62.61,39.84,24.03,41.2,2
7.53,36.83,28.96,40.52,3
11.24,35.75,33.42,96.66,2
4.93,19.75,92.77,44.67,2
25.75,10.89,78.35,92.77,1
13.57,42.35,59.76,29.91,2
26.0,29.65,32.69,40.06,2
38.51,22.27,19.98,39.63,2
94.3,14.08,90.89,54.61,0
61.04,12.51,90.34,58.42,1
83.5,23.95,19.96,24.81,1
71.04,42.19,81.75,79.36,1
11.25,46.75,50.2,49.65,2
73.59,45.87,39.16,0.7,2
27.51,46.8,76.52,59.13,2
63.91,46.31,65.29,79.81,1
34.1,31.09,80.2,25.05,2
99.77,18.78,16.69,3.79,1
26.36,41.92,38.67,80.72,2
27.91,18.55,38.74,97.63,2
93.07,20.69,39.68,7.66,1
2.46,19.33,55.22,93.8,2
69.67,30.6,35.47,35.93,1
72.53,22.87,49.99,94.14,1
83.64,16.17,43.1,64.88,1
97.44,28.13,76.18,89.02,0
97.56,44.96,64.32,78.58,0
6.53,32.82,68.83,2.8,3
82.18,45.13,28.95,6.54,2
64.63,17.83,39.3,52.57,1
64.73,16.68,11.9,12.96,2
12.83,33.02,19.75,46.1,3
65.02,28.53,33.85,95.46,1
98.25,36.41,15.89,29.48,1
91.18,41.79,64.24,48.89,1
43.91,40.05,99.83,38.43,1
3.99,47.69,19.07,62.98,3
36.23,25.93,83.91,19.38,2
82.64,18.26,20.69,25.99,1
70.15,32.04,70.29,85.88,1
45.93,14.43,67.88,81.13,1
5.51,21.55,91.24,78.92,2
42.69,18.32,20.26,77.09,2
46.9,25.86,38.39,45.94,2
92.86,14.45,18.17,72.89,1
64.11,11.27,46.66,38.72,1
31.17,36.27,92.04,10.07,2
52.53,34.41,80.34,39.34,1
6.61,38.33,75.06,15.87,2
97.26,36.42,57.97,39.09,1
36.01,14.57,89.51,29.74,1
47.79,21.64,50.45,59.92,1
35.53,15.18,23.47,36.15,2
68.25,43.72,85.38,70.56,1
66.22,39.88,35.17,51.21,1
71.53,18.06,14.83,91.95,1
26.81,23.65,21.34,9.1,2
31.57,48.66,64.82,68.77,2
12.53,33.77,64.64,67.24,2
65.55,42.05,33.42,95.06,1
3.98,20.58,75.45,37.16,2
59.77,18.4,79.63,30.54,1
86.97,41.36,92.85,17.24,1
89.08,37.43,62.64,26.53,1
44.9,37.24,80.15,50.19,1
45.93,32.11,77.78,83.77,1
7.7,32.54,33.2,28.43,3
67.08,39.43,37.92,15.77,2
82.13,20.8,53.06,27.21,1
24.47,24.11,11.71,10.09,3
42.13,44.87,36.77,92.67,2
83.88,22.35,52.65,87.26,0
87.71,31.85,19.73,30.85,1
24.32,38.11,21.36,24.7,3
55.06,50.0,51.69,90.54,1
19.25,27.41,75.79,0.18,2
10.19,27.12,85.04,60.06,2
91.11,43.7,59.17,91.6,0
82.05,42.22,52.73,50.86,1
76.0,39.24,44.59,0.3,2
4.88,28.53,27.37,21.89,3
84.37,22.96,23.19,92.24,1
43.8,34.35,81.27,1.7,2
34.24,45.05,51.85,39.48,2
54.65,45.35,81.13,78.97,1
9.14,14.34,73.37,83.81,2
